Oc,media_erro,var_erro,desvio_padrao_erro
0,-0.30330665459586414,53.24151370960186,7.296678265457636
10,-10.9045197022734,3624.834179718558,60.20659581572901
20,-14.694269912284842,4945.664961059482,70.32542186904735
30,-14.567427445878602,5431.546566546865,73.69902690366315
40,-12.770118256483682,5262.430693238731,72.54261294741686
50,-11.19899701528906,5287.185862823775,72.71303777744247
60,-9.833602983553272,5286.529383337382,72.70852345727688
70,-8.781982320892872,5182.39732267716,71.98886943602574
80,-8.219623648105529,5187.9151521003405,72.02718342473445
90,-8.015046696767152,5246.677454925239,72.43395236299921
100,-7.829349342790162,5327.213965895217,72.9877658645284
