n_ocupacao,media_SNR,var_SNR,DP_SNR
0,-0.0011176171668753941,1.1546904249499007e-05,0.0033980736086051764
10,1.4114337105292991,0.056981426623802615,0.23870782690101014
20,-1.6816603816391025,0.10992318445612165,0.3315466550217656
30,-5.140538761485371,0.07402518984206707,0.2720757060857641
40,-7.869750529497554,0.02096350891764221,0.1447878065226565
50,-9.996139199942485,0.01170137440016378,0.10817289124435835
60,-11.754830581026102,0.01732460113807266,0.1316229506509889
70,-13.202639962681419,0.013024336228113225,0.11412421403064832
80,-14.470420768901205,0.0063431665250077785,0.07964399867540416
90,-15.562288040874323,0.0062865771055354725,0.07928793795739345
100,-16.56229463186377,0.038901770517414794,0.19723531762190766
