Oc,media_erro,var_erro,desvio_padrao_erro
0,0.0,0.0,0.0
10,-0.001686560910714753,0.24366048568320978,0.4936197784562626
20,-3.825795531271692e-05,0.4882799926624497,0.6987703432905905
30,-0.0005520184008550802,0.7321028696813169,0.8556301009673029
40,-0.0016557672660574897,0.9730643005668218,0.9864402164180158
50,-0.0011781586602891698,1.215435131771863,1.102467746363522
60,-0.0004524204977739611,1.4572138169433897,1.207151116034521
70,-0.0014297495709702803,1.6987502484357309,1.3033611350795031
80,0.00013489525257945017,1.9382742735080078,1.3922191901809169
90,-0.0012275554417065034,2.177034811282329,1.475477824734187
100,-0.0008191583792007634,2.40939163163793,1.5522215150029102
