n_ocupacao,media_SNR,var_SNR,DP_SNR
0,-inf,nan,nan
10,-70.46764251785574,78.83144855860334,8.878707595061533
20,-67.51803492234372,90.12118462053512,9.493217822242103
30,-63.72572860815742,63.0481471065444,7.940286336558928
40,-61.954371167680016,86.1591822131606,9.28219705744069
50,-62.634323693067564,105.36682670629705,10.264834470477206
60,-60.69958915435866,115.20966201418251,10.733576385072336
70,-59.82765484576134,64.6031811312558,8.037610411761433
80,-60.09153327086534,119.40606978350537,10.927308441858194
90,-58.84430524512743,146.1341843816509,12.088597287595071
100,-59.015754124191474,85.01389629800339,9.220298059065303
