n_ocupacao,media_SNR,var_SNR,DP_SNR
0,-inf,nan,nan
10,-71.11472954187285,80.91317477876532,8.995175083274662
20,-65.41053240243423,51.33759523653829,7.165025836418058
30,-62.7225911023819,72.88697997676681,8.537387186766617
40,-61.815897631260434,95.90736374110028,9.793230505869873
50,-61.793092717522335,130.80113185247646,11.436832247282307
60,-61.38953945617709,92.67585091077378,9.626829743522723
70,-60.97350528340016,100.0773507950888,10.003866792150363
80,-59.87156358869634,108.45146420712948,10.414003274780043
90,-60.130695178954966,103.13625291259673,10.155602045797025
100,-58.953415388733546,86.34294178174328,9.29209028054201
