n_ocupacao,media_EME,var_EME,DP_EME
0,-23.94677808099618,62352.079047868334,249.7039828434227
10,-0.8621124047070375,13416.810282741344,115.83095563251365
20,-10.23859212617364,6367.840135109386,79.79874770389186
30,-18.207752271789882,29833.520822135622,172.72382818284112
40,-69.72869133286763,457249.741628067,676.2024413059058
50,97.40314626437612,1408036.813281825,1186.6072700273774
60,-8.382045684347155,22490.009728772344,149.96669539858624
70,-7.440408038069072,4756.458985064113,68.96708624455664
80,-65.37761749738691,168692.1883415101,410.72154599133233
90,-15.428306339937327,21658.71246982716,147.16899289533498
100,-4.965131403754649,14217.88221855595,119.23876139308035
