n_ocupacao,media_DP,var_DP,DP_DP
0,1.3496434192713804,0.016196934104033542,0.12726717606686158
10,19.790693063744705,3.4172583192411827,1.848582786688544
20,30.61546504045742,8.794513888879196,2.965554566835552
30,40.74658362730972,15.089446753573647,3.8845137087637682
40,50.616205130993094,22.673604497954745,4.761680847973197
50,60.31188660583535,32.00701051565902,5.65747386345346
60,70.02584555524669,42.91171330644977,6.550703268081204
70,79.64052726298344,56.120739131905886,7.4913776524685955
80,89.21441647087309,69.63807880123792,8.34494330725128
90,98.72488526995734,85.60386088672804,9.252235453485175
100,108.24117136915035,99.6943008765528,9.98470334444408
