Oc,media_erro,var_erro,desvio_padrao_erro
0,-3.552713678800501e-15,0.0,0.0
10,4.4324925363885876e-15,4.0749247477903186e-25,6.383513725050114e-13
20,3.873088982840822e-15,1.152568011974242e-25,3.3949492072404297e-13
30,-9.045947363456592e-16,4.144264919377083e-25,6.437596538598145e-13
40,-3.137942111540608e-15,4.834094487253018e-25,6.952765268044807e-13
50,-6.4049836364373625e-15,1.4941713786318833e-24,1.2223630306221976e-12
60,1.5481662188333897e-15,3.481696937453068e-24,1.865930582163513e-12
70,3.598824672414608e-15,1.1686029656089124e-23,3.418483531639303e-12
80,4.519669634878683e-15,3.941512598796745e-24,1.9853243056983777e-12
90,-1.979550391543592e-16,1.7570697151930352e-24,1.325545063433543e-12
100,1.3410095868397873e-15,3.5034281964287174e-24,1.8717446931749846e-12
