Oc,media_erro,var_erro,desvio_padrao_erro
0,1.0302931486110369e-19,2.1091101093619505e-32,1.4522775593397947e-16
10,3.481030144802139e-15,4.487794980141651e-25,6.699100671091344e-13
20,-2.2270496954226605e-15,8.13969277384707e-26,2.853014681673943e-13
30,3.1307411324793723e-15,2.9334866358059744e-25,5.416167127966025e-13
40,2.852302632699742e-15,2.3182668240895714e-25,4.814838340058336e-13
50,-7.075264637491665e-15,2.6944808782277796e-25,5.190838928562299e-13
60,-2.801118379623745e-15,2.9120789980596403e-24,1.7064814672476347e-12
70,-1.548182434332858e-15,5.219098890181481e-24,2.284534720721373e-12
80,-3.3745120441757387e-15,7.2592156582320795e-25,8.520103085193323e-13
90,4.832501195185188e-15,3.36980701159247e-24,1.8357034105738513e-12
100,-3.504773072775131e-17,3.1825306186623075e-24,1.7839648591444584e-12
