Oc,media_erro,var_erro,desvio_padrao_erro
0,-3.552731442457713e-21,1.2621824970823425e-35,3.5527207842473946e-18
10,-2.4364561177746148e-15,3.8622680526565033e-25,6.21471483871666e-13
20,2.6454881776544994e-15,9.139161839820139e-26,3.023104669014975e-13
30,3.5154988169407562e-15,1.2610774818740518e-25,3.5511652761791473e-13
40,1.8016931436821378e-15,1.8626385876298576e-25,4.31582968573814e-13
50,-9.353311595872847e-16,1.4918067339324215e-25,3.862391401622085e-13
60,-1.3159068571662397e-15,1.9610632525089367e-24,1.4003796815538765e-12
70,8.16036832666151e-15,5.624491554828232e-24,2.3716010530500766e-12
80,-1.7470663450229078e-15,2.4980996874486924e-24,1.5805377842521488e-12
90,-4.272742207511963e-15,1.9232001552567883e-24,1.386794921845616e-12
100,1.4419293468930998e-15,3.0847823180292725e-24,1.7563548383026912e-12
