Oc,media_erro,var_erro,desvio_padrao_erro
0,-3.552713678800501e-15,5.048724939589294e-35,7.105438015766019e-18
10,-1.56525928838379e-15,9.555956101270759e-26,3.091270952419208e-13
20,-6.219115006358872e-16,4.417750027184734e-26,2.1018444345823346e-13
30,1.0101070307639719e-15,1.2632868874159967e-25,3.5542747325101317e-13
40,2.224605845358367e-15,3.893697037816771e-25,6.239949549328721e-13
50,6.451036851076503e-16,1.3558183612260283e-25,3.682143888044068e-13
60,-6.169518974614722e-16,1.3824065113004138e-24,1.1757578455193969e-12
70,-4.005849457084124e-15,6.76254164864282e-26,2.6004887326506187e-13
80,1.2648302602762988e-15,1.7622347651347513e-24,1.3274919077473697e-12
90,-5.738040603889289e-16,2.745982293497508e-24,1.657100568311262e-12
100,2.428191160764297e-15,1.5987554879469844e-24,1.2644190317877157e-12
