Oc,media_erro,var_erro,desvio_padrao_erro
0,-7.105580125511334e-15,2.5407811960006305e-32,1.593982809192317e-16
10,5.563572813302018e-15,4.314615029754756e-25,6.568572927017524e-13
20,-2.5459980189092755e-15,2.5100898024777023e-25,5.010079642558292e-13
30,-1.862230168717172e-15,1.123356636620109e-24,1.0598851997363248e-12
40,-4.718617053999463e-15,9.244994905892111e-25,9.615089654232097e-13
50,-3.7253627339279315e-15,6.8298277351098475e-25,8.264277182615457e-13
60,-6.605719970163896e-16,2.931525736634449e-24,1.7121698912883758e-12
70,3.498100927227967e-15,6.020167078215796e-24,2.453602877039354e-12
80,9.86542834969029e-15,1.7003345751425428e-24,1.3039687784385571e-12
90,-4.078274370504671e-15,8.364208328708724e-24,2.8920941078583047e-12
100,-7.329381561405179e-15,4.3816928649405205e-24,2.0932493556527183e-12
