Oc,media_erro,var_erro,desvio_padrao_erro
0,-7.105359855433585e-15,3.146636242821597e-32,1.7738760505800841e-16
10,-3.3338645465441996e-15,2.6756956627632113e-25,5.172712695253054e-13
20,-1.9684520205127843e-15,2.791716730090611e-25,5.283669870545103e-13
30,1.6238179283939125e-15,1.0710959732997765e-24,1.0349376663837183e-12
40,-6.60840889891172e-15,9.017782737913504e-25,9.496200681279596e-13
50,-1.893155129132264e-15,3.4689378754129686e-24,1.8625084900243996e-12
60,-2.38281229882747e-15,2.689453647857856e-24,1.6399553798374687e-12
70,5.00731788446332e-15,1.3035134997456935e-23,3.610420335287421e-12
80,8.147369497371513e-16,5.163781563503743e-24,2.272395556126561e-12
90,3.976119247549027e-15,2.1940010649177326e-24,1.4812160763770196e-12
100,5.5199044746062886e-15,3.7543392165822556e-24,1.9376117300899723e-12
