Oc,media_erro,var_erro,desvio_padrao_erro
0,2.7414484807123215e-06,1.75450177532386,1.324576073815264
10,9.94712249016225,273.38298297377935,16.53429717205359
20,19.938186979387353,509.7578788297366,22.57781829207013
30,29.98687094666227,722.0067655497871,26.870183578639487
40,39.996460643728554,920.2200140706965,30.335128383949467
50,49.9791372789761,1103.86706916224,33.22449501741509
60,60.01452797121061,1278.250897522667,35.7526348332912
70,70.0848889285765,1434.690999120133,37.87731509914784
80,80.09182903441695,1571.1464732223678,39.63769005911379
90,90.05202792062157,1691.8413217955383,41.131998757604016
100,100.0252186500263,1796.5905497975034,42.386207070195645
