n_ocupacao,media_MAE,var_MAE,DP_MAE
0,1.0763833190429968,0.011598244221226612,0.10769514483590527
10,12.95255324088004,1.7470309110611237,1.321752969000306
20,22.455454233591116,5.202383110830196,2.280873321960296
30,32.05297831993028,10.417588386644653,3.227628910925891
40,41.640676417926414,17.475710891317615,4.180396020871422
50,51.21945401755832,26.216912537839747,5.120245359144398
60,60.83779180991871,37.07352566694004,6.088803303354449
70,70.4882428109323,49.62629121454813,7.04459304818583
80,80.14473099627355,63.99138903563686,7.999461796623374
90,89.84566588888788,80.41607440584004,8.9675010123133
100,99.55402469090605,98.50014442228584,9.924723896526585
