Oc,media_erro,var_erro,desvio_padrao_erro
0,-29.276841795234432,364426866.41419685,19089.96769023449
10,-3.41525047174865,1081597037.824633,32887.64263100402
20,-9.414002726548919,143123854.05405,11963.438220430195
30,9.980237930620115,212876463.23905152,14590.286605788508
40,3.2853391777803203,63768945.500350855,7985.546036455545
50,9.815447735516615,74640865.6978526,8639.494527913806
60,9.424347850066413,354998806.38311875,18841.412006086983
70,-104.51776937704972,6192238265.849314,78690.77624378422
80,7.583523591503362,77839139.90347855,8822.649256514653
90,2.633942835722046,51487843.01992739,7175.502980274441
100,-200.59108659538427,39208984312.6958,198012.58624818726
