Oc,media_erro,var_erro,desvio_padrao_erro
0,-19.115457342413595,114236812.73189344,10688.162271031135
10,482.3345157817592,228882292775.74847,478416.44283589214
20,14.186539166836365,98313037.52963783,9915.293113652155
30,452.3418513473668,194859607364.6396,441429.051337403
40,-10.826439985434487,196955160.4068179,14034.071412345667
50,1.9930026691746736,271529636.9469362,16478.156357643176
60,8.994472746098603,498019067.2441396,22316.34081215242
70,71.94689137418374,5740943720.432579,75769.01556990547
80,10.866904329584818,170097459.84045565,13042.141689172666
90,-3.518093545299846,508932757.85492,22559.538068296522
100,24.333353906256807,693112491.5291257,26327.029675394937
