Oc,media_erro,var_erro,desvio_padrao_erro
0,-59.55874217343065,2638083211.1486773,51362.27420148642
10,-19.417819385367732,250221344.3829954,15818.386276197563
20,38.98512133504961,940334557.7347215,30664.87498319081
30,-2.410615474430208,77460448.52283765,8801.161771200303
40,296.37659991390143,81824990972.15054,286050.6790275991
50,-6.940967132045113,61706626.046528995,7855.356519377653
60,-10.188211008220486,283657897.532581,16842.14646452705
70,-5.378056291500688,14103892.32140305,3755.51492094001
80,16.82945523862376,279572312.21624285,16720.41602999886
90,-10.333715140591547,264239471.4802964,16255.444364282892
100,-203.00245571933357,29566914854.687138,171950.32670712532
