n_ocupacao,media_EME,var_EME,DP_EME
0,0.0,0.0,0.0
10,-0.01972934220334472,0.0039032480039771127,0.06247597941590922
20,-0.11779006078165902,0.13876906219807914,0.3725171971843436
30,0.7054843693621643,4.977540143439561,2.2310401483253415
40,0.3590961679263971,1.2896209883475154,1.135614806326298
50,-0.39449308088329876,1.5564256644956094,1.2475678997536004
60,0.03529773317682522,0.012464367792896815,0.11164393307697833
70,0.1105628101252588,0.12226021841165723,0.34965728708502164
80,-0.1479840106413133,0.21904558243239283,0.4680230575862613
90,0.3794222994958314,1.4397314043425953,1.1998880799235383
100,-0.6322287704434585,3.9975325493768095,1.9993830421849659
