n_ocupacao,media_EME,var_EME,DP_EME
0,6.845262477859264e-07,2.324940510254737e-08,0.0001524775560616951
10,9.869976561966368,1.0399235305375452,1.0197664097907644
20,19.751535106276215,4.039034679754196,2.009734977491857
30,29.663669109346035,8.93545042539749,2.989222378043743
40,39.56746721601924,15.769593202792734,3.971094710881715
50,49.469650352575336,24.465014300365745,4.946212116394296
60,59.40540799087059,35.361430772329406,5.946547802912998
70,69.32906802783917,48.00158813899512,6.928317843387031
80,79.2358202555933,62.55345323382661,7.909074107240785
90,89.12093997265488,79.13183515235491,8.895607632554109
100,98.9966942858662,97.39932607528301,9.869109690102903
