n_ocupacao,media_SNR,var_SNR,DP_SNR
0,nan,nan,nan
10,-inf,nan,nan
20,11.479744555976835,18.750685306599863,4.330206150589122
30,11.429927158856966,25.956211749577935,5.094723912988607
40,12.886776431173907,0.6893548444532057,0.8302739574701868
50,13.128043052972668,0.10857401746562166,0.3295057168936856
60,12.81888181078127,2.393864610268147,1.5472118827969707
70,13.174007754660032,0.3646609488487689,0.6038716327571356
80,13.510799393209767,0.07459877464603809,0.27312776249593906
90,13.33402814166331,0.24465525618280662,0.494626380395149
100,13.816808157680544,0.6727412500901491,0.8202080529293462
