Oc,media_erro,var_erro,desvio_padrao_erro
0,0.0,0.0,0.0
10,-0.0013879119837007202,114.21626536372185,10.687201006985966
20,0.0007916115961685331,207.07544494289115,14.390116224092534
30,0.00036013504880998614,295.4188281939567,17.187752272881895
40,-0.00010227908319281814,382.4930758711866,19.557430195994222
50,0.0018993836238194845,469.5709558160904,21.669585963190215
60,-0.0012734333223212999,555.2667194918656,23.56409810478359
70,-0.0007051426331050744,641.1123991952744,25.320197455692846
80,0.0013330589323994788,722.6706492569535,26.88253427891339
90,0.0025588128376180723,801.5553010457041,28.311751995341158
100,-0.000579447852666257,878.3297122216219,29.636627882092487
