Oc,media_erro,var_erro,desvio_padrao_erro
0,0.0,0.0,0.0
10,-0.004027875973338792,136.47549383850907,11.682272631577687
20,-0.0005620312101657945,254.82811060456936,15.963336449645148
30,0.004053538791151065,364.6992480924921,19.09710051532672
40,0.004610527162362564,469.7911338457074,21.67466571473958
50,0.003993283652405342,572.9400813466342,23.93616680562354
60,0.0012026442463097026,671.3924420745755,25.911241615842638
70,0.007862048476198013,766.2328425863396,27.680911158889614
80,0.009824791247355066,853.999160802151,29.22326403402178
90,0.00794231486815079,935.3973117930827,30.584265755337054
100,0.004881799903646053,1012.2117268724222,31.81527505574048
