n_ocupacao,media_EME,var_EME,DP_EME
0,29.705433276079816,8.747887501207295,2.95768279252649
10,7.6325874673399445,1.0054780380006714,1.0027352781271193
20,-14.466465517892615,2.912760852730298,1.706681239344447
30,-36.631805211153065,14.361573839572445,3.789666718798956
40,-58.78182067700555,35.525838304327294,5.960355551838103
50,-80.92516596386935,65.97463021725092,8.122476852367813
60,-103.14445844723365,107.35716255160793,10.361330153585877
70,-125.33719086861936,157.5013816380061,12.54995544366617
80,-147.49317687778773,217.2386040700132,14.739016387466743
90,-169.59890993690755,287.11716472790766,16.944532000852302
100,-191.68400731751927,365.56773559404064,19.119825720807203
