n_ocupacao,media_MAE,var_MAE,DP_MAE
0,29.705433276079816,8.747887501207295,2.95768279252649
10,20.851861989612566,4.404460706587021,2.0986807062025945
20,26.130871542871134,7.194980049850621,2.682345997415438
30,40.619287873638186,17.207822017096092,4.148231191374957
40,59.89124098211983,36.70886753133592,6.058784327844648
50,81.1635831309339,66.3349985301194,8.14463004255684
60,103.18351944038241,107.42675655782018,10.36468796239521
70,125.34136280835735,157.5110094393216,12.550339016907934
80,147.4933766982114,217.2392338455232,14.739037751682543
90,169.59893121382783,287.1172535413714,16.944534621563715
100,191.68400731751927,365.56773559404064,19.119825720807203
