n_ocupacao,media_DP,var_DP,DP_DP
0,29.726755689672434,7.707745381742609,2.7762826552321016
10,25.227325136251267,5.666831329068039,2.380510728618554
20,36.17553523845447,12.802787572756637,3.5780983179276444
30,53.84413013866248,27.394197102009656,5.2339466086319275
40,73.53696884623027,48.43040640848415,6.959195816219296
50,93.96804963311553,78.52837472726856,8.861623707158218
60,114.95846086420829,116.11311373136941,10.775579507913688
70,136.0142373839163,165.09187184558283,12.848808187749665
80,157.21521620120896,216.4164668848156,14.711100124899415
90,178.40012529671358,281.31951413021926,16.772582214143988
100,199.68402047236714,337.8808046536559,18.381534338940693
