Oc,media_erro,var_erro,desvio_padrao_erro
0,30.00090663902704,0.5918908564446583,0.7693444329067822
10,7.754736916228862,1153.9986829140719,33.97055611723293
20,-14.587172063114158,2211.175298093395,47.02313577478001
30,-37.05933769953705,3105.0150928579474,55.722662291548374
40,-59.44669067945065,3867.174572628033,62.186610879095454
50,-81.76754100864551,4549.4017336796105,67.44925302536427
60,-104.21245331899875,5128.598258998536,71.61423223772309
70,-126.73396971973509,5584.567600622033,74.72996454316055
80,-149.1112488343491,5885.453873373563,76.71671182586988
90,-171.38410317286537,6092.381685235846,78.05371025925575
100,-193.69050784063685,6205.302896436728,78.77374496897255
