Oc,media_erro,var_erro,desvio_padrao_erro
0,30.000906717236866,0.38937865781210995,0.6240021296535052
10,7.75474514414355,943.9318493431269,30.72347391398191
20,-14.587059092138714,1808.1964674378542,42.522893450914815
30,-37.05916263479932,2541.019044839006,50.408521549823355
40,-59.44662039943334,3164.0729785505832,56.250093142594736
50,-81.76740684443335,3721.8299473113248,61.006802467522625
60,-104.2124559935916,4203.206474382137,64.8321407511902
70,-126.7338669784963,4570.712009821649,67.60704112606652
80,-149.11134239538643,4820.985349546607,69.43331584726893
90,-171.3839345513934,4988.783400692173,70.63132025307308
100,-193.69047550564807,5075.175990898059,71.24026944711859
